name,sport,division,conference,nickname,nickname_plural,mascot,primary_color,secondary_color,logo_url,identity_source,identity_notes,conference_champion_2025,conference_champion_name,conference_champion_source,academic_rating,soccer_score
Broward,mens-soccer,NJCAA,FCSAA,Seahawks,1,"Sammy the Seahawk",#005596,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Logo-of-Broward-College.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Broward College",,,,,6.5,
Brown,mens-soccer,"NCAA D1","Ivy League",Bears,1,"Bruno the Bear",,,https://upload.wikimedia.org/wikipedia/commons/a/a1/Brown_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Brown University",,,,,9.9,73.93
Bryan,mens-soccer,NAIA,Appalachian,Lions,1,Lion,#990000,#fdba00,https://upload.wikimedia.org/wikipedia/commons/1/18/BC-Stacked_Red.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bryan College",,,,,5.6,47.5
Bryant,mens-soccer,"NCAA D1","America East Conference",Bulldogs,1,"Tupper the Bulldog",#231F20,#B09863,https://upload.wikimedia.org/wikipedia/commons/5/50/Bryant_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bryant University",,,,,5.6,86.34
"Bryn Athyn",mens-soccer,"NCAA D3",CSAC,,,Lion,,,,"wikipedia:Bryn Athyn College",,,,,6.5,31.93
Bucknell,mens-soccer,"NCAA D1","Patriot League",Bison,0,"Bucky the Bison",,,https://upload.wikimedia.org/wikipedia/commons/1/1f/Bucknell_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bucknell University",,,,,8.4,71.61
"Buena Vista",mens-soccer,"NCAA D3","Iowa Conference",,,Beavers,#002244,#FECB00,https://upload.wikimedia.org/wikipedia/en/5/50/Buena_Vista_University_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Buena Vista University",,,,,6.5,33.4
Buffalo-Erie,mens-soccer,NJCAA,GNYAC,,,,,,,,"No usable Wikipedia infobox found for this name",,,,5.8,17.53
"Bushnell University",mens-soccer,NAIA,"Cascade Collegiate Conference",Beacons,1,Beacon,#011e41,#ffc424,https://upload.wikimedia.org/wikipedia/en/8/8b/Bushnell_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Bushnell University","copied from this school's other-sport row (Bushnell University); the article ""Bushnell University"" names this institution",,,,,49.01
Butler,mens-soccer,"NCAA D1","Big East Conference",Bulldogs,1,"Butler Blue IV<br />Hink",,,https://upload.wikimedia.org/wikipedia/commons/5/57/Butler_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Butler University",,,,,7.5,72.3
"Butler County",mens-soccer,NJCAA,KJCCC,,,,,,,,"No usable Wikipedia infobox found for this name",,,,6.0,
CSUN,mens-soccer,"NCAA D1","Big West Conference",Matadors,1,"Matty the Matador",#D22030,#000000,https://upload.wikimedia.org/wikipedia/commons/4/4e/CSU_Northridge_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, Northridge",,,,,5.8,70.07
Cairn,mens-soccer,"NCAA D3",CSAC,Highlanders,1,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Cairn_univ_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Cairn University",,,,,6.5,41.73
"Cal Lutheran",mens-soccer,"NCAA D3",SCIAC,Kingsmen,1,,#2e1b46,#ffc222,https://upload.wikimedia.org/wikipedia/commons/9/90/California_Lutheran_University_logo_starting_2014.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California Lutheran University",,,,,6.5,38.96
"Cal Poly",mens-soccer,"NCAA D1","Pac-12 Conference",Broncos,1,"Billy Bronco",#005030,#ffb81c,https://upload.wikimedia.org/wikipedia/commons/7/77/Calpoly_pomona_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State Polytechnic University, Pomona",,,,,7.2,73.07
"Cal Poly Humboldt",mens-soccer,"NCAA D2",GNAC,Lumberjacks,1,"Lucky Logger",#046A38,#FFC72C,https://upload.wikimedia.org/wikipedia/commons/5/5a/Cal_poly_humboldt_mark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State Polytechnic University, Humboldt",,,,,5.4,44.32
"Cal Poly Pomona",mens-soccer,"NCAA D2",CCAA,Broncos,1,"Billy Bronco",#005030,#ffb81c,https://upload.wikimedia.org/wikipedia/commons/7/77/Calpoly_pomona_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State Polytechnic University, Pomona",,,,,7.0,57.86
"Cal State Bakersfield",mens-soccer,"NCAA D1","Big West Conference",Roadrunners,1,,,,https://upload.wikimedia.org/wikipedia/en/a/a5/CSU_Bakersfield_logo.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, Bakersfield",,,,,4.8,67.88
"Cal State Dominguez Hills",mens-soccer,"NCAA D2",CCAA,Toros,1,,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Csu_dh_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, Dominguez Hills",,,,,5.3,57.26
"Cal State East Bay",mens-soccer,"NCAA D2",CCAA,Pioneers,1,,,,https://upload.wikimedia.org/wikipedia/commons/5/55/CSUEB_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, East Bay",,,,,5.3,50.2
"Cal State Fullerton",mens-soccer,"NCAA D1","Big West Conference",Titans,1,"Tuffy the Titan",#00274C,#E17000,https://upload.wikimedia.org/wikipedia/commons/a/a2/California_State_University%2C_Fullerton_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, Fullerton",,,,,6.3,77.19
"Cal State LA",mens-soccer,"NCAA D2",CCAA,"Golden Eagles",1,"Eddie the Golden Eagle",#000000,#FFCE00,https://upload.wikimedia.org/wikipedia/commons/4/41/Cal_state_la_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, Los Angeles",,,,,5.3,60.17
"Cal State Monterey Bay",mens-soccer,"NCAA D2",CCAA,Otters,1,"Monte Rey Otter",#002A4E,#446A59,https://upload.wikimedia.org/wikipedia/commons/f/fa/Cal_state_monterey_bay_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, Monterey Bay",,,,,5.3,52.66
"Cal State San Bernardino",mens-soccer,"NCAA D2",CCAA,Coyotes,1,"Cody the Coyote",,,https://upload.wikimedia.org/wikipedia/commons/2/2d/CSU_sanbernardino_univ_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, San Bernardino",,,,,5.3,52.56
"Cal State San Marcos",mens-soccer,"NCAA D2",CCAA,Cougars,1,,#1E2A5B,#222021,https://upload.wikimedia.org/wikipedia/en/c/c9/CSU_San_Marcos_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, San Marcos",,,,,5.3,49.23
"Cal State Stanislaus",mens-soccer,"NCAA D2",CCAA,Warriors,1,Titus,#D13239,#F5C400,https://upload.wikimedia.org/wikipedia/commons/5/55/Csu_stanislaus_shield_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California State University, Stanislaus",,1,CCAA,https://goccaa.org/news/2025/11/16/mens-soccer-stanislaus-state-wins-the-2025-ccaa-tournament-championship-presented-by-flocollege.aspx,5.3,55.83
Caldwell,mens-soccer,"NCAA D2",Northeast-10,Cougars,1,"Cooper the Cougar",,,https://upload.wikimedia.org/wikipedia/en/1/13/Caldwell_University_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Caldwell University",,,,,5.4,54.23
California,mens-soccer,"NCAA D1","Atlantic Coast Conference","Golden Bears",1,"Oski the Bear",#002676,#FDB515,https://upload.wikimedia.org/wikipedia/en/8/85/University_of_California%2C_Berkeley_Logo_2024.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of California, Berkeley",,,,,9.8,73.38
"California Baptist",mens-soccer,"NCAA D1","Pac-12 Conference",Lancers,1,,,,https://upload.wikimedia.org/wikipedia/en/e/e8/California_Baptist_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California Baptist University",,,,,5.7,78.49
Caltech,mens-soccer,"NCAA D3",SCIAC,Beavers,1,"Bernoulli the Beaver",,,https://upload.wikimedia.org/wikipedia/commons/7/75/Caltech_Logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:California Institute of Technology",,,,,10.0,43.22
"Calumet College",mens-soccer,NAIA,CCAC,"Crimson Wave",0,"Crimson Joe",#902132,#818285,,"wikipedia:Calumet College of St. Joseph",,,,,5.7,32.0
Calvin,mens-soccer,"NCAA D3",MIAA-D3,Knights,1,,,,,"wikipedia:Calvin University",,1,MIAA-D3,https://calvinknights.com/news/2025/11/8/calvin-mens-soccer-defeats-hope-2-0-to-claim-miaa-tournament-title.aspx,8.5,51.67
Campbell,mens-soccer,"NCAA D1","Coastal Athletic Association","Fighting Camels",1,"Gaylord the Camel",#1E252B,#EA7125,https://upload.wikimedia.org/wikipedia/en/3/3b/Campbell_University_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Campbell University",,,,,5.8,77.59
"Campbellsville University",mens-soccer,NAIA,"Mid-South Conference",Tigers,1,,,,https://upload.wikimedia.org/wikipedia/en/f/f4/Campbellsville_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Campbellsville University","copied from this school's other-sport row (Campbellsville University); the article ""Campbellsville University"" names this institution",,,,,61.34
Canisius,mens-soccer,"NCAA D1","Metro Atlantic Athletic Conference","Golden Griffins",1,"Petey the Griffin",,,https://upload.wikimedia.org/wikipedia/en/4/40/Canisius_University_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Canisius University",,,,,5.2,63.91
"Cape Fear",mens-soccer,NJCAA,CCAC-NJCAA,"Sea Devils",1,"Ray the Sea Devil",,,,"wikipedia:Cape Fear Community College",,,,,5.8,27.24
Capital,mens-soccer,"NCAA D3",OAC,Comets,1,,#663399,,https://upload.wikimedia.org/wikipedia/commons/3/3e/Capital_univ_logo_motto.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Capital University",,,,,6.5,38.01
"Carl Sandburg",mens-soccer,NJCAA,GRAC,Chargers,1,,,,,"wikipedia:Carl Sandburg College",,,,,5.8,37.8
Carleton,mens-soccer,"NCAA D3",MIAC,Knights,1,,#0B5091,#F3B61D,https://upload.wikimedia.org/wikipedia/commons/7/74/Carleton_College_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Carleton College",,,,,10.0,51.84
Carlow,mens-soccer,"NCAA D3",AMCC,,,Celtics,,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Carlow_univ_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Carlow University",,,,,6.5,29.74
"Carnegie Mellon",mens-soccer,"NCAA D3",UAA,Tartans,1,"Scotty the Scottish Terrier",#CC002B,#000000,https://upload.wikimedia.org/wikipedia/commons/f/f3/Carnegie_Mellon_University_wordmark.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Carnegie Mellon University",,,,,6.5,48.98
"Carolina University",mens-soccer,NAIA,"Continental Athletic Conference",Bruins,1,"Baron the Bruin",,,,"wikipedia:Carolina University","copied from this school's other-sport row (Carolina University); the article ""Carolina University"" names this institution",,,,,63.42
"Carroll (MT)",mens-soccer,NAIA,Frontier,"Fighting Saints",1,"Halo, St. Bernard",#332a87,#e8d4a3,https://upload.wikimedia.org/wikipedia/en/6/6a/Carroll_College_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Carroll College",,,,,5.6,56.87
"Carroll (WI)",mens-soccer,"NCAA D3",MWC-D3,Pioneers,1,"Pio Pete",#F26722,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Carroll_univ_textlogo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Carroll University",,,,,6.5,40.18
Carson-Newman,mens-soccer,"NCAA D2",SAC,Eagles,1,,#0C2340,#FF671F,https://upload.wikimedia.org/wikipedia/commons/8/88/Carson-Newman_University_Logo%2C_August_2022.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Carson–Newman University",,,,,5.4,49.46
Carthage,mens-soccer,"NCAA D3",CCIW,Firebirds,1,Ember,#D0202E,,https://upload.wikimedia.org/wikipedia/en/7/7d/Carthage_College_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Carthage College","copied from this school's other-sport row (Carthage College); the article ""Carthage College"" names this institution",,,,6.5,39.04
Cascadia,mens-soccer,NJCAA,NWAACC,Kodiaks,1,Kody,,,,"wikipedia:Cascadia College",,,,,6.5,
"Case Western Reserve",mens-soccer,"NCAA D3",UAA,Spartans,1,Spartie,,,,"wikipedia:Case Western Reserve University",,,,,9.8,47.85
Catawba,mens-soccer,"NCAA D2",SAC,Indians,1,Blue,#004990,,https://upload.wikimedia.org/wikipedia/en/1/18/Logo_of_Catawba_College.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Catawba College",,,,,5.4,55.94
"Catawba Valley",mens-soccer,NJCAA,CCAC-NJCAA,"Red Hawks",1,,,,,"wikipedia:Catawba Valley Community College",,,,,6.0,
Catholic,mens-soccer,"NCAA D3",LANDMARK,Cardinals,1,Cardinal,#FFC72C,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/8/82/Catholic_univ_america_full_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Catholic University of America",,1,Landmark,https://landmarkconference.org/news/2025/11/9/11112025-mens-soccer-all-conference.aspx,7.8,47.55
Cecil,mens-soccer,NJCAA,MDJUCO,,,,,,,,"No usable Wikipedia infobox found for this name",,,,5.8,25.03
Cedarville,mens-soccer,"NCAA D2",GMAC,"Yellow Jackets",1,"Yellow Jacket",,,https://upload.wikimedia.org/wikipedia/en/f/fb/Cedarville_University_Logo_Vertical_Orientation.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Cedarville University",,,,,7.5,58.49
"Centenary (LA)",mens-soccer,"NCAA D3",SLIAC,Gentlemen,1,,,,https://upload.wikimedia.org/wikipedia/commons/4/43/Centenary_College.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Centenary College of Louisiana",,,,,6.5,33.95
"Centenary (NJ)",mens-soccer,"NCAA D3",CSAC,Cyclones,1,"Sid the Cyclone",,,https://upload.wikimedia.org/wikipedia/commons/2/26/Centenary_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Centenary University",,,,,6.5,32.75
"Central (IA)",mens-soccer,"NCAA D3","Iowa Conference",Dutch,0,,#C40233,#FFFFFF,https://upload.wikimedia.org/wikipedia/commons/b/ba/Central_Logo_%28registered_TM%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Central College (Iowa)",,,,,6.5,40.82
"Central Alabama",mens-soccer,NJCAA,ACCC,,,,,,,,"Cleared on audit: previous match (University of Alabama) failed re-verification",,,,5.8,
"Central Arizona",mens-soccer,NJCAA,ACCAC,,,"Vaqueros and Vaqueras",,,,"wikipedia:Central Arizona College",,,,,5.8,
"Central Arkansas",mens-soccer,"NCAA D1","Atlantic Sun Conference",Bears,1,"Bruce D. Bear",#4F2D7F,#818A8F,https://upload.wikimedia.org/wikipedia/en/9/91/University_of_Central_Arkansas_logo.svg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Central Arkansas",,,,,4.8,69.49
"Central Baptist College",mens-soccer,NAIA,"American Midwest Conference",Mustangs,1,Mustang,#00447b,#b1b4b6,https://upload.wikimedia.org/wikipedia/en/7/7f/Central_Baptist_College_logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Central Baptist College","copied from this school's other-sport row (Central Baptist College); the article ""Central Baptist College"" names this institution",,,,,44.03
"Central Christian",mens-soccer,NAIA,KCAC,Tigers,1,Tigers,#002f86,#ffb718,,"wikipedia:Central Christian College of Kansas","No usable Wikipedia infobox found for this name",,,,4.5,46.05
"Central Connecticut",mens-soccer,"NCAA D1",NEC,"Blue Devils",1,"Kizer the Blue Devil",,,https://upload.wikimedia.org/wikipedia/en/8/85/Central_Connecticut_State_University_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Central Connecticut State University",,,,,4.8,55.0
"Central Georgia Tech",mens-soccer,NJCAA,GCAA,"Yellow Jackets",1,,,,https://upload.wikimedia.org/wikipedia/commons/9/93/Georgia_Tech_logo_2021.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Georgia Tech",,,,,5.7,
"Central Lakes",mens-soccer,NJCAA,MCC,Raiders,1,,#000080,#FF0000,,"wikipedia:Central Lakes College",,,,,5.8,
"Central Methodist",mens-soccer,NAIA,Heart,Eagles,1,,#006647,,https://upload.wikimedia.org/wikipedia/en/1/1b/Central_Methodist_University_Logo.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Central Methodist University",,,,,5.6,57.89
"Central Penn",mens-soccer,NJCAA,EPAC,,,Knights,,,,"wikipedia:Central Penn College",,,,,5.8,35.47
Centre,mens-soccer,"NCAA D3",SAA,Colonels,1,,,,,athletics-domain:centrecolonels.com,"nickname recovered from the school's own athletics hostname; its Wikipedia article states none. Confirmed by that site's title (""Centre College Athletics - Official Athletics Website"").",,,,8.8,38.83
Chaminade,mens-soccer,"NCAA D2",PacWest,Silverswords,1,,,,https://upload.wikimedia.org/wikipedia/commons/4/4d/Chaminade_univ_text_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Chaminade University of Honolulu",,,,,5.4,40.02
Chapman,mens-soccer,"NCAA D3",SCIAC,Panthers,1,"Pete the Panther",#a50034,#231f20,https://upload.wikimedia.org/wikipedia/commons/f/f4/Chapman_University_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:Chapman University",,,,,8.5,44.23
Charleston,mens-soccer,"NCAA D1","Coastal Athletic Association","Golden Eagles",1,,#61162d,#f2ae00,https://upload.wikimedia.org/wikipedia/commons/7/7d/UC_FULL_-_General_Horizontal_Maroon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,"wikipedia:University of Charleston",,,,,7.1,74.1
"Charleston (WV)",mens-soccer,"NCAA D2",MEC,,,,,,,,"No usable Wikipedia infobox found for this name",1,"Mountain East",https://mountaineast.org/news/2025/11/16/charleston-repeats-as-mec-mens-soccer-tournament-champion.aspx,5.4,74.0
