slug,city,state,rank,category,accept,sat_25,sat_75,act_25,grad_rate_4yr,retention,student_faculty_ratio,founded,undergrads
university-of-mary-washington-3746,Fredericksburg,VA,131,National Liberal Arts Colleges,80,1170,1370,,57,83,14,1908,3660
university-of-maryland-2103,College Park,MD,42,National Universities,45,1390,1530,,77,96,17,1856,31133
university-of-maine-at-farmington-2040,Farmington,ME,9,Regional Colleges North,97,960,1240,,36,72,13,1864,1677
university-of-louisville-1999,Louisville,KY,158,National Universities,79,1040,1270,,44,79,14,1798,17086
university-of-memphis-3509,Memphis,TN,273,National Universities,72,915,1180,,33,74,16,1912,15770
university-of-mary-hardinbaylor-3588,Belton,TX,395-434,National Universities,96,,,19,38,65,17,1845,3024
university-of-michigan-ann-arbor-9092,Ann Arbor,MI,20,National Universities,16,1360,1530,,82,97,15,1817,34454
university-of-miami-1536,Coral Gables,FL,64,National Universities,19,1320,1480,,74,93,11,1925,13250
university-of-minnesota-crookston-4069,Crookston,MN,14,Regional Colleges Midwest,88,,,,38,73,17,1966,2612
university-of-minnesota-duluth-2388,Duluth,MN,18,Regional Universities Midwest,89,1180,1340,,48,79,16,1947,8426
university-of-minnesotamorris-2389,Morris,MN,115,National Liberal Arts Colleges,75,1465,1475,,50,74,9,1959,981
university-of-minnesota-twin-cities-3969,Minneapolis,MN,59,National Universities,80,1300,1500,,75,91,17,1851,41303
university-of-mississippi-2440,University,MS,169,National Universities,97,1000,1200,,57,88,18,1848,21585
university-of-missouri-2516,Columbia,MO,102,National Universities,78,1150,1330,,56,90,17,1839,24449
university-of-missouri-kansas-city-2518,Kansas City,MO,232,National Universities,72,1290,1550,,35,75,13,1929,10166
university-of-montana-2536,Missoula,MT,363,National Universities,96,,,23,34,75,18,1893,8014
university-of-mount-olive-2949,Mount Olive,NC,76,Regional Universities South,76,,,18,35,67,19,1951,1937
university-of-montevallo-1004,Montevallo,AL,22,Regional Universities South,54,1013,1280,,38,73,13,1896,2642
university-of-mount-saint-vincent-2703,Riverdale,NY,11,Regional Colleges North,85,,,,50,71,12,1847,2725
university-of-mount-union-3083,Alliance,OH,39,Regional Universities Midwest,78,910,1240,,50,75,15,1846,2207
university-of-massachusetts-lowell-2161,Lowell,MA,151,National Universities,83,1180,1370,,44,83,17,1894,12122
university-of-nebraska-2565,Lincoln,NE,158,National Universities,87,1098,1330,,50,83,17,1869,19701
university-of-nebraska-at-kearney-2551,Kearney,NE,24,Regional Universities Midwest,89,905,1125,,33,77,14,1903,4213
university-of-new-england-2050,Biddeford,ME,293,National Universities,92,,,,57,75,11,1831,3884
university-of-nebraska-omaha-2554,Omaha,NE,301,National Universities,87,,,19,27,74,15,1908,11756
university-of-nevada-reno-2568,Reno,NV,192,National Universities,74,1060,1290,,42,80,17,1874,19122
university-of-new-hampshire-2589,Durham,NH,117,National Universities,88,1090,1330,,67,87,17,1866,11365
university-of-new-haven-1397,West Haven,CT,76,Regional Universities North,60,1060,1265,,56,76,16,1920,4903
university-of-new-mexico-10313,Albuquerque,NM,242,National Universities,79,890,1170,,37,72,15,1889,17771
university-of-north-carolina-asheville-2907,Asheville,NC,135,National Liberal Arts Colleges,92,1170,1360,,43,72,13,1927,3030
university-of-north-carolina-at-charlotte-2975,Charlotte,NC,143,National Universities,80,1140,1330,,50,85,21,1946,24868
university-of-north-carolina-greensboro-2976,Greensboro,NC,198,National Universities,89,1150,1355,,39,76,18,1891,14416
university-of-north-carolina-wilmington-2984,Wilmington,NC,198,National Universities,64,1230,1340,,56,85,17,1947,15254
university-of-north-carolina-chapel-hill-2974,Chapel Hill,NC,26,National Universities,15,1390,1530,,84,97,14,1789,21075
university-of-north-alabama-1016,Florence,AL,30,Regional Universities South,71,975,1200,,36,77,18,1830,8078
university-of-north-florida-9841,Jacksonville,FL,222,National Universities,53,1070,1270,,51,81,18,1972,13735
university-of-northern-colorado-1349,Greeley,CO,343,National Universities,88,950,1190,,38,74,14,1890,6480
university-of-northern-iowa-1890,Cedar Falls,IA,10,Regional Universities Midwest,87,1010,1280,,47,83,18,1876,7716
university-of-north-dakota-3005,Grand Forks,ND,242,National Universities,77,1110,1300,,39,81,17,1883,11033
university-of-notre-dame-1840,Notre Dame,IN,20,National Universities,11,1455,1560,,89,98,8,1842,8880
university-of-oregon-3223,Eugene,OR,110,National Universities,88,1130,1360,,58,86,18,1876,20622
university-of-pennsylvania-3378,Philadelphia,PA,7,National Universities,5,1510,1570,,86,98,8,1740,10013
university-of-pittsburgh-3379,Pittsburgh,PA,69,National Universities,58,1280,1460,,72,93,13,1787,20418
university-of-north-georgia-1585,Dahlonega,GA,49,Regional Universities South,68,980,1210,,32,72,19,1873,18329
university-of-puget-sound-3797,Tacoma,WA,96,National Liberal Arts Colleges,72,1170,1380,,53,83,10,1888,1594
university-of-pittsburgh-at-greensburg-3381,Greensburg,PA,183-201,National Liberal Arts Colleges,95,1055,1253,,32,67,14,1963,1305
university-of-pittsburgh-at-bradford-3380,Bradford,PA,17,Regional Colleges North,89,1010,1200,,40,67,12,1963,1010
university-of-pittsburgh-at-johnstown-3382,Johnstown,PA,14,Regional Colleges North,95,980,1220,,40,75,14,1927,1809
university-of-portland-3224,Portland,OR,2,Regional Universities West,89,1160,1370,,70,87,9,1901,2986
university-of-redlands-los-angeles-1322,Redlands,CA,11,Regional Universities West,83,1108,1350,,56,82,10,1907,2045
university-of-rhode-island-3414,Kingston,RI,151,National Universities,72,1020,1280,,59,85,17,1892,14376
university-of-richmond-3744,Univ. of Richmond,VA,22,National Liberal Arts Colleges,22,1410,1530,,78,92,7,1830,3055
university-of-rochester-2894,Rochester,NY,46,National Universities,40,1410,1540,,75,92,10,1850,6580
university-of-san-diego-10395,San Diego,CA,110,National Universities,52,,,,69,91,13,1949,5851
university-of-san-francisco-1325,San Francisco,CA,110,National Universities,62,1190,1390,,63,83,11,1855,5321
university-of-scranton-3384,Scranton,PA,8,Regional Universities North,81,1160,1318,,77,86,11,1888,3613
university-of-south-alabama-1057,Mobile,AL,363,National Universities,71,970,1190,,37,73,19,1963,9241
university-of-sioux-falls-3469,Sioux Falls,SD,71,Regional Universities Midwest,83,,,18,49,74,18,1883,1241
university-of-south-carolina-3448,Columbia,SC,127,National Universities,60,1180,1360,,70,90,19,1801,30187
university-of-south-carolina-upstate-6951,Spartanburg,SC,7,Regional Colleges South,81,940,1150,,28,66,15,1967,4478
university-of-south-dakota-10300,Vermillion,SD,283,National Universities,99,1125,1315,,47,80,16,1862,7619
university-of-southern-california-1328,Los Angeles,CA,28,National Universities,10,1450,1550,,74,97,8,1880,20630
university-of-south-florida-1537,Tampa,FL,88,National Universities,43,1130,1320,,65,91,21,1956,38525
university-of-southern-indiana-1808,Evansville,IN,78,Regional Universities Midwest,96,1030,1240,,37,71,15,1965,5347
university-of-st-thomas-2345,St Paul,MN,158,National Universities,86,1150,1380,,67,86,,1885,6305
university-of-southern-maine-9762,Portland,ME,128,Regional Universities North,79,,,24,3,69,14,1878,5520
university-of-southern-mississippi-2441,Hattiesburg,MS,318,National Universities,99,,,20,34,71,18,1910,10193
university-of-tampa-1538,Tampa,FL,13,Regional Universities South,40,1140,1300,,55,82,17,1931,10594
university-of-st-thomas-3654,Houston,TX,198,National Universities,90,980,1210,,44,76,,1947,3395
university-of-tennessee-at-chattanooga-3529,Chattanooga,TN,329,National Universities,81,1060,1180,,35,73,19,1886,10203
university-of-tennessee-knoxville-3530,Knoxville,TN,102,National Universities,42,1200,1370,,57,90,18,1794,30564
university-of-south-carolina-beaufort-3450,Bluffton,SC,38,Regional Colleges South,74,900,1170,,29,60,16,1959,2162
university-of-texas-permian-basin-9930,Odessa,TX,69,Regional Universities West,93,900,1120,,24,64,19,1973,4218
university-of-the-incarnate-word-3578,San Antonio,TX,293,National Universities,98,900,1140,,37,72,12,1881,4638
university-of-the-ozarks-1094,Clarksville,AR,6,Regional Colleges South,60,1020,1160,,42,68,14,1834,782
university-of-the-pacific-1329,Stockton,CA,139,National Universities,71,1183,1480,,44,87,13,1851,3249
university-of-tulsa-3185,Tulsa,OK,158,National Universities,62,1223,1530,,55,86,10,1894,2852
university-of-west-alabama-1024,Livingston,AL,85,Regional Universities South,43,,,16,20,64,17,1835,2673
university-of-washington-3798,Seattle,WA,42,National Universities,39,,,,74,94,20,1861,40754
university-of-west-florida-3955,Pensacola,FL,14,Regional Universities South,58,1020,1230,,47,87,22,1963,9971
university-of-utah-3675,Salt Lake City,UT,151,National Universities,86,1190,1380,,37,86,19,1850,28064
university-of-vermont-3696,Burlington,VT,132,National Universities,65,1290,1440,,70,89,17,1791,12276
university-of-west-georgia-1601,Carrollton,GA,373,National Universities,52,950,1140,,25,74,18,1906,9157
university-of-wisconsin-3895,Madison,WI,36,National Universities,45,1350,1510,,75,95,18,1848,39083
university-of-wisconsin-green-bay-3899,Green Bay,WI,74,Regional Universities Midwest,89,,,18,38,70,23,1965,9853
university-of-wisconsin-parkside-5015,Kenosha,WI,118,Regional Universities Midwest,98,1045,1230,,23,69,16,1968,3207
university-of-wisconsin-platteville-3921,Platteville,WI,49,Regional Universities Midwest,89,1050,1258,,33,78,20,1866,6051
university-of-wisconsin-river-falls-3923,River Falls,WI,54,Regional Universities Midwest,82,,,19,43,73,17,1874,4675
university-of-wisconsin-eau-claire-3917,Eau Claire,WI,25,Regional Universities Midwest,88,1100,1370,,44,81,19,1916,8765
university-of-wisconsin-superior-3925,Superior,WI,135,Regional Universities Midwest,78,1178,1348,,29,69,14,1893,2027
university-of-wisconsin-whitewater-3926,Whitewater,WI,31,Regional Universities Midwest,94,940,1170,,42,76,21,1868,10090
university-of-wisconsinoshkosh-9630,Oshkosh,WI,352,National Universities,86,,,18,28,70,21,1871,11994
university-of-wisconsinstout-polytechnic-3915,Menomonie,WI,84,Regional Universities Midwest,87,1050,1290,,28,73,18,1891,6124
university-of-wisconsin-la-crosse-3919,La Crosse,WI,14,Regional Universities Midwest,81,1158,1341,,51,85,20,1909,9513
university-of-wyoming-3932,Laramie,WY,222,National Universities,97,,,,39,77,13,1886,8130
ursinus-3385,Collegeville,PA,84,National Liberal Arts Colleges,92,1200,1385,,63,85,10,1869,1502
unt-3594,Denton,TX,208,National Universities,72,980,1230,,43,78,26,1890,34458
upper-iowa-university-1893,Fayette,IA,145-160,Regional Universities Midwest,96,970,1160,,25,60,25,1857,3054
unlv-2569,Las Vegas,NV,232,National Universities,85,1010,1240,,26,78,19,1957,27135
ursuline-3134,Pepper Pike,OH,61,Regional Universities Midwest,75,1006,1133,,45,71,7,1871,677
utah-tech-university-3671,St. George,UT,34,Regional Colleges West,100,,,,16,63,20,1911,13006
utah-state-university-3677,Logan,UT,242,National Universities,92,1070,1290,,30,73,19,1888,25702
utah-valley-4027,Orem,UT,93,Regional Universities West,100,,,,17,69,25,1941,45812
utica-university-2883,Utica,NY,76,Regional Universities North,87,,,,46,73,13,1946,2335
uva-6968,Charlottesville,VA,26,National Universities,17,1410,1540,,92,97,14,1819,17901
usc-aiken-3449,Aiken,SC,69,Regional Universities South,79,980,1220,,23,63,16,1961,3289
uw-milwaukee-3896,Milwaukee,WI,301,National Universities,97,,,18,31,74,16,1956,18667
uw-stevens-point-3924,Stevens Point,WI,54,Regional Universities Midwest,90,1030,1310,,37,75,21,1894,7557
valdosta-state-university-1599,Valdosta,GA,395-434,National Universities,72,920,1100,,24,61,17,1906,7206
valley-forge-christian-3306,Phoenixville,PA,26,Regional Colleges North,61,920,1140,,44,75,11,1939,517
us-merchant-marine-2892,Kings Point,NY,3,Regional Colleges North,32,1110,1300,,73,87,9,1943,962
valparaiso-university-1842,Valparaiso,IN,198,National Universities,89,1060,1280,,62,78,11,1859,2123
vassar-college-2895,Poughkeepsie,NY,13,National Liberal Arts Colleges,19,1448,1550,,84,95,7,1861,2462
vanderbilt-3535,Nashville,TN,17,National Universities,6,1500,1570,,90,96,8,1873,7221
vanguard-university-of-southern-california-1293,Costa Mesa,CA,43,Regional Universities West,62,980,1270,,52,73,13,1920,1914
villanova-3388,Villanova,PA,57,National Universities,27,1395,1510,,89,96,10,1842,7009
virginia-commonwealth-university-3735,Richmond,VA,139,National Universities,92,1010,1270,,46,85,17,1838,21210
virginia-wesleyan-3767,Virginia Beach,VA,178,National Liberal Arts Colleges,73,,,,36,69,15,1961,1749
vermont-state-university-3688,Johnson,VT,146,Regional Universities North,82,,,,33,66,14,1828,4104
virginia-tech-3754,Blacksburg,VA,51,National Universities,55,1280,1450,,69,92,17,1872,31035
virginia-state-university-3764,Petersburg,VA,42,Regional Universities South,89,840,1070,,27,72,13,1882,5129
wagner-college-2899,Staten Island,NY,70,Regional Universities North,88,1190,1290,,57,83,11,1883,1666
warren-wilson-2979,Asheville,NC,183-201,National Liberal Arts Colleges,71,,,25,40,69,12,1894,733
wake-forest-2978,Winston-Salem,NC,51,National Universities,22,1410,1520,,84,94,10,1834,5490
virginia-military-institute-3753,Lexington,VA,65,National Liberal Arts Colleges,71,1050,1270,,68,84,9,1839,1527
wartburg-college-1896,Waverly,IA,156,National Liberal Arts Colleges,76,930,1200,,64,75,13,1852,1462
washington-and-lee-3768,Lexington,VA,21,National Liberal Arts Colleges,14,1430,1540,,89,97,7,1749,1886
washburn-university-1949,Topeka,KS,74,Regional Universities Midwest,100,,,,28,68,14,1865,5331
washington--jefferson-college-3389,Washington,PA,84,National Liberal Arts Colleges,81,,,,70,81,11,1781,1306
walsh-university-3135,North Canton,OH,363,National Universities,73,990,1245,,55,73,14,1958,1523
washington-college-maryland-2108,Chestertown,MD,92,National Liberal Arts Colleges,57,1140,1390,,61,85,8,1782,923
wayne-state-university-2329,Detroit,MI,179,National Universities,81,1060,1270,,36,83,16,1868,16467
washington-state-3800,Pullman,WA,192,National Universities,87,,,,41,80,13,1890,21455
washington-university-in-st-louis-2520,St. Louis,MO,20,National Universities,12,1500,1570,,85,96,,1853,8220
wayne-state-college-2566,Wayne,NE,95,Regional Universities Midwest,,,,,40,72,19,1909,3934
waynesburg-3391,Waynesburg,PA,121,Regional Universities North,90,930,1250,,59,71,12,1849,1030
webster-university-2521,St. Louis,MO,32,Regional Universities Midwest,86,1110,1310,,55,76,8,1915,2091
wellesley-college-2224,Wellesley,MA,7,National Liberal Arts Colleges,14,1460,1560,,78,96,7,1870,2407
wentworth-institute-of-technology-29099,Boston,MA,28,Regional Universities North,91,1110,1320,,54,83,17,1904,3965
west-chester-3328,West Chester,PA,242,National Universities,78,1100,1270,,53,84,20,1871,14449
west-liberty-university-3823,West Liberty,WV,54,Regional Universities South,97,,,18,42,78,12,1837,1944
wesleyan-university-1424,Middletown,CT,13,National Liberal Arts Colleges,16,1415,1540,,81,95,7,1831,3805
wesleyan-college-1600,Macon,GA,5,Regional Colleges South,59,,,20,55,70,7,1836,595
weber-state-university-3680,Ogden,UT,50,Regional Universities West,100,,,18,23,67,20,1889,31672
west-texas-am-university-3665,Canyon,TX,50,Regional Universities West,77,960,1170,,32,66,14,1910,6918
west-virginia-state-university-3826,Institute,WV,107,Regional Universities South,96,,,15,25,60,12,1891,3322
west-virginia-wesleyan-3830,Buckhannon,WV,27,Regional Colleges South,93,892,1160,,47,67,13,1890,971
western-carolina-university-2981,Cullowhee,NC,257,National Universities,82,1080,1270,,,75,16,1889,10107
western-colorado-university-1372,Gunnison,CO,75,Regional Universities West,100,1168,1353,,34,74,17,1901,3149
western-illinois-university-1780,Macomb,IL,74,Regional Universities Midwest,71,870,1110,,31,65,12,1899,4525
western-connecticut-state-university-1380,Danbury,CT,98,Regional Universities North,87,,,,33,71,11,1903,3567
western-kentucky-university-2002,Bowling Green,KY,363,National Universities,94,840,1050,,44,77,19,1906,14151
western-michigan-university-2330,Kalamazoo,MI,293,National Universities,85,970,1220,,32,79,16,1903,13860
western-new-england-university-2226,Springfield,MA,283,National Universities,83,,,21,57,76,12,1919,2616
western-oregon-university-3209,Monmouth,OR,56,Regional Universities West,98,,,,31,70,13,1856,3200
western-washington-3802,Bellingham,WA,23,Regional Universities West,93,1110,1320,,40,79,18,1893,13752
westfield-state-college-2189,Westfield,MA,98,Regional Universities North,81,,,,44,74,15,1839,3788
westminster-college-3392,New Wilmington,PA,121,National Liberal Arts Colleges,93,,,,58,84,13,1852,1136
westminster-university-3681,Salt Lake City,UT,16,Regional Universities West,67,1070,1310,,52,78,8,1875,842
westmont-college-1341,Santa Barbara,CA,115,National Liberal Arts Colleges,77,1230,1440,,64,86,11,1937,1312
wheaton-college-2227,Norton,MA,76,National Liberal Arts Colleges,68,1220,1390,,68,83,12,1834,1785
whitman-college-3803,Walla Walla,WA,58,National Liberal Arts Colleges,38,1310,1480,,60,89,9,1883,1561
wheeling-university-3831,Wheeling,WV,110,Regional Universities South,84,850,1050,,1,70,14,1954,619
westminster-college-2523,Fulton,MO,164,National Liberal Arts Colleges,79,,,19,48,68,10,1851,593
whitworth-university-3804,Spokane,WA,15,Regional Universities West,90,1090,1330,,63,79,12,1890,1858
widener-university-3313,Chester,PA,301,National Universities,71,,,,56,79,11,1821,2811
wilkes-university-3394,Wilkes-Barre,PA,318,National Universities,91,1020,1250,,54,73,13,1933,2076
whittier-college-1342,Whittier,CA,92,National Liberal Arts Colleges,83,,,,53,68,8,1887,767
wheaton-college-1781,Wheaton,IL,50,National Liberal Arts Colleges,87,1260,1470,,84,92,10,1860,2150
william-jewell-college-2524,Liberty,MO,11,Regional Colleges Midwest,38,1080,1270,,56,75,11,1849,969
william-paterson-2625,Wayne,NJ,84,Regional Universities North,90,,,,26,71,18,1855,6647
william-peace-university-2953,Raleigh,NC,21,Regional Colleges South,94,1080,1225,,32,68,13,1857,722
william-and-mary-3705,Williamsburg,VA,51,National Universities,34,1400,1530,,84,95,13,1693,7063
willamette-university-3227,Salem,OR,76,National Liberal Arts Colleges,77,1220,1410,,62,84,12,1842,1683
williams-college-2229,Williamstown,MA,1,National Liberal Arts Colleges,8,1490,1570,,71,97,7,1793,2101
wilmington-university-7948,New Castle,DE,395-434,National Universities,,,,,12,56,12,1968,9355
wilmington-college-3142,Wilmington,OH,32,Regional Colleges Midwest,92,850,1220,,38,69,12,1870,1006
wilson-college-3396,Chambersburg,PA,150-164,Regional Universities North,92,930,1180,,41,71,15,1869,1375
wingate-university-2985,Wingate,NC,373,National Universities,91,1010,1210,,41,68,15,1896,2673
winona-state-2394,Winona,MN,22,Regional Universities Midwest,75,970,1230,,40,77,16,1858,5333
wittenberg-university-3143,Springfield,OH,164,National Liberal Arts Colleges,72,,,21,47,73,12,1845,1288
wisconsin-lutheran-21366,Milwaukee,WI,19,Regional Colleges Midwest,78,970,1230,,52,77,11,1973,957
worcester-state-university-2190,Worcester,MA,98,Regional Universities North,88,,,,40,75,15,1874,4734
wpi-2233,Worcester,MA,84,National Universities,60,,,,84,93,13,1865,5558
wright-state-9168,Dayton,OH,395-434,National Universities,96,907,1270,,28,65,16,1967,7505
winthrop-university-3456,Rock Hill,SC,20,Regional Universities South,79,1010,1220,,46,70,13,1886,3969
wvu-3827,Morgantown,WV,222,National Universities,73,1000,1210,,65,81,19,1867,18206
xavier-university-3144,Cincinnati,OH,208,National Universities,87,1103,1310,,59,82,11,1831,4239
yale-university-1426,New Haven,CT,4,National Universities,4,1470,1570,,58,99,5,1701,6814
yeshiva-university-2903,New York,NY,84,National Universities,56,1350,1510,,81,92,7,1886,2331
wofford-college-3457,Spartanburg,SC,67,National Liberal Arts Colleges,52,1198,1343,,78,90,12,1854,1817
york-college-cuny-4759,Jamaica,NY,144,Regional Universities North,64,,,,15,60,13,1966,5917
york-college-of-pennsylvania-3399,York,PA,84,Regional Universities North,74,,,21,47,76,15,1787,3369
young-harris-college-666965,Young Harris,GA,183-201,National Liberal Arts Colleges,63,,,,42,64,11,1886,1403
youngstown-state-university-3145,Youngstown,OH,99,Regional Universities Midwest,84,,,19,33,77,18,1908,8436
