school_id,name,division,conference,conf_tier,2022_W,2022_L,2022_D,2023_W,2023_L,2023_D,2024_W,2024_L,2024_D,2025_W,2025_L,2025_D,2022_ps,2023_ps,2024_ps,2025_ps
dominican_university,Dominican University,D3,Northern Athletics Collegiate Conference,d3t1,13,4,2,9,7,4,11,6,3,12,6,1,,,,
drew_university,Drew University,D3,Landmark Conference,d3t1,11,6,2,12,7,1,9,7,4,6,9,3,,,,
earlham_college,Earlham College,D3,Heartland Collegiate Athletic Conference,d3t1,5,7,3,3,10,2,3,8,4,5,12,1,,,,
east_texas_baptist_university,East Texas Baptist University,D3,American Southwest Conference,d3t1,8,8,2,5,5,6,6,11,1,5,7,3,,,,
eastern_connecticut,Eastern Connecticut,D3,Little East Conference,d3t1,6,6,5,4,7,4,6,10,2,10,5,3,,,,
eastern_mennonite_university,Eastern Mennonite University,D3,Old Dominion Athletic Conference,d3t1,2,13,3,1,13,3,4,13,2,6,11,1,,,,
eastern_university,Eastern University,D3,Middle Atlantic Conference (Commonwealth),d3t1,1,12,5,4,7,6,12,6,3,9,5,5,,,,
edgewood_college,Edgewood College,D3,Northern Athletics Collegiate Conference,d3t1,11,5,2,9,8,4,9,5,5,15,5,1,,,,
elizabethtown_college,Elizabethtown College,D3,Landmark Conference,d3t1,5,9,2,6,9,3,9,5,4,7,5,6,,,,
elmhurst_university,Elmhurst University,D3,College Conference of Illinois & Wisconsin,d3t1,,,,6,8,4,9,9,2,12,6,3,,,,
elmira_college,Elmira College,D3,Empire 8,d3t1,6,9,2,3,10,4,5,10,2,2,13,2,,,,
emerson_college,Emerson College,D3,New England Women's and Men's Athletic Conference,d3t1,12,4,5,10,7,2,7,8,5,9,6,4,,,,
emory_university,Emory University,D3,University Athletic Association,d3t1,13,5,1,8,5,6,14,4,4,21,2,1,,,,final
endicott_college,Endicott College,D3,Conference of New England,d3t1,,,,,,,10,6,4,,,,,,,
eureka_college,Eureka College,D3,St. Louis Intercollegiate Athletic Conference,d3t1,,,,,,,2,12,1,,,,,,,
fairleigh_dickinson_university_florham,Fairleigh Dickinson University-Florham,D3,Middle Atlantic Conference (Freedom),d3t1,17,5,1,11,9,1,9,10,2,6,8,4,,,,
farmingdale_state_college,Farmingdale State College,D3,Skyline Conference,d3t1,10,9,4,9,9,2,11,8,4,8,10,3,,,,
fitchburg_state_university,Fitchburg State University,D3,Massachusetts State Collegiate Athletic Conference,d3t1,10,7,3,4,11,4,4,12,3,3,12,4,,,,
framingham_state_university,Framingham State University,D3,Massachusetts State Collegiate Athletic Conference,d3t1,4,13,1,1,12,2,4,15,1,6,9,5,,,,
franciscan_university_of_steubenville,Franciscan University of Steubenville,D3,Presidents' Athletic Conference,d3t1,12,5,2,8,8,2,4,12,1,6,9,4,,,,
franklin_and_marshall_college,Franklin & Marshall College,D3,Centennial Conference,d3t1,10,3,5,12,4,4,10,5,6,11,5,4,,,,
franklin_college,Franklin College,D3,Heartland Collegiate Athletic Conference,d3t1,3,12,1,4,9,6,5,9,3,2,13,2,,,,
geneva_college,Geneva College,D3,Presidents' Athletic Conference,d3t1,4,11,3,5,9,2,3,13,1,6,7,5,,,,
george_fox_university,George Fox University,D3,Northwest Conference,d3t1,10,4,4,6,9,5,6,11,3,0,12,7,,,,
gettysburg_college,Gettysburg College,D3,Centennial Conference,d3t1,6,7,5,8,7,2,2,10,5,7,9,3,,,,
gordon_college,Gordon College,D3,Conference of New England,d3t1,9,5,3,10,5,4,10,6,5,4,10,4,,,,
goucher_college,Goucher College,D3,Landmark Conference,d3t1,8,7,3,4,5,8,3,11,4,1,17,0,,,,
greensboro_college,Greensboro College,D3,USA South Athletic Conference,d3t1,6,9,4,10,6,4,11,9,1,11,7,2,,,,
greenville_university,Greenville University,D3,St. Louis Intercollegiate Athletic Conference,d3t1,13,7,2,10,8,3,11,8,2,11,7,2,,,,
grinnell_college,Grinnell College,D3,Midwest Conference,d3t1,11,3,5,10,4,5,8,6,3,6,8,4,,,,
grove_city_college,Grove City College,D3,Presidents' Athletic Conference,d3t1,11,7,1,14,5,1,13,4,3,13,5,2,,,,
guilford_college,Guilford College,D3,Old Dominion Athletic Conference,d3t1,12,5,1,13,2,4,12,5,2,9,7,2,,,,
gustavus_adolphus_college,Gustavus Adolphus College,D3,Minnesota Intercollegiate Athletic Conference,d3t1,7,9,1,9,7,1,9,5,5,7,6,5,,,,
gwynedd_mercy_university,Gwynedd Mercy University,D3,Atlantic East Conference,d3t1,2,12,3,7,5,6,6,10,2,11,9,1,,,,
hamilton_college,Hamilton College,D3,New England Small College Athletic Conference,d3t1,7,4,4,8,4,4,6,7,3,8,5,3,,,,
hamline_university,Hamline University,D3,Minnesota Intercollegiate Athletic Conference,d3t1,4,9,4,1,13,2,5,10,5,3,9,7,,,,
hanover_college,Hanover College,D3,Heartland Collegiate Athletic Conference,d3t1,12,3,3,14,2,4,12,6,0,8,7,5,,,,
hardin_simmons_university,Hardin-Simmons University,D3,American Southwest Conference,d3t1,12,3,2,17,2,3,17,2,2,11,4,2,,,,
hartwick_college,Hartwick College,D3,Empire 8,d3t1,4,8,5,2,7,6,4,4,8,9,4,6,,,,
harvey_mudd_college,Harvey Mudd College,D3,Southern California Intercollegiate Athletic Conference,d3t1,9,6,6,7,7,3,13,4,3,13,4,3,,,,
haverford_college,Haverford College,D3,Centennial Conference,d3t1,7,4,5,6,9,2,11,6,2,6,8,4,,,,
heidelberg_university,Heidelberg University,D3,Ohio Athletic Conference,d3t1,6,9,2,4,10,2,10,4,5,5,7,5,,,,
hendrix_college,Hendrix College,D3,Southern Collegiate Athletic Conference,d3t1,,,,12,7,1,6,5,5,7,9,4,,,,
hilbert_college,Hilbert College,D3,Allegheny Mountain Collegiate Conference,d3t1,6,8,3,7,9,1,1,13,2,6,7,3,,,,
hiram_college,Hiram College,D3,Presidents' Athletic Conference,d3t1,2,14,1,4,11,2,3,14,0,5,13,0,,,,
hobart_and_william_smith_colleges,Hobart and William Smith Colleges,D3,Liberty League,d3t1,14,2,6,14,1,4,17,4,4,11,3,3,,,final,
hollins_university,Hollins University,D3,Old Dominion Athletic Conference,d3t1,,,,,,,,,,3,12,1,,,,
hood_college,Hood College,D3,Middle Atlantic Conference (Commonwealth),d3t1,6,7,5,4,10,4,4,6,9,4,13,2,,,,
hope_college,Hope College,D3,Michigan Intercollegiate Athletic Association,d3t1,10,5,2,10,2,6,12,4,2,12,4,3,,,,
houghton_university,Houghton University,D3,Empire 8,d3t1,6,7,4,7,9,1,7,10,2,12,6,4,,,,
howard_payne_university,Howard Payne University,D3,American Southwest Conference,d3t1,6,9,2,10,7,2,8,10,1,7,9,0,,,,
huntingdon_college,Huntingdon College,D3,Collegiate Conference of the South,d3t1,5,7,3,,,,,,,,,,,,,
husson_university,Husson University,D3,North Atlantic Conference,d3t1,11,7,1,12,6,1,13,8,1,11,6,2,,,,
illinois_college,Illinois College,D3,Midwest Conference,d3t1,2,13,2,7,9,2,10,6,3,10,8,2,,,,
illinois_institute_of_technology,Illinois Institute of Technology,D3,Northern Athletics Collegiate Conference,d3t1,18,3,2,19,3,1,19,3,3,20,2,1,,,,
illinois_wesleyan_university,Illinois Wesleyan University,D3,College Conference of Illinois & Wisconsin,d3t1,11,5,3,3,13,2,3,12,2,9,7,3,,,,
immaculata_university,Immaculata University,D3,Atlantic East Conference,d3t1,3,13,2,3,13,1,7,10,2,4,10,1,,,,
ithaca_college,Ithaca College,D3,Liberty League,d3t1,13,4,4,10,3,4,14,3,4,8,6,4,,,,
john_carroll_university,John Carroll University,D3,North Coast Athletic Conference,d3t1,10,9,2,16,2,5,12,7,1,13,6,1,,,,
johns_hopkins_university,Johns Hopkins University,D3,Centennial Conference,d3t1,23,0,2,16,3,2,18,3,3,17,5,1,champion,,,
johnson_and_wales_university_charlotte,Johnson & Wales University-Charlotte,D3,Coast-to-Coast Athletic Conference,d3t1,5,9,1,7,5,3,6,9,2,8,8,1,,,,
johnson_and_wales_university_providence,Johnson & Wales University-Providence,D3,Conference of New England,d3t1,19,3,1,18,3,3,18,4,1,8,8,3,,,,
juniata_college,Juniata College,D3,Landmark Conference,d3t1,2,12,4,4,10,2,8,8,3,5,8,4,,,,
kalamazoo_college,Kalamazoo College,D3,Michigan Intercollegiate Athletic Association,d3t1,6,7,3,8,6,3,5,11,1,10,6,4,,,,
kean_university,Kean University,D3,New Jersey Athletic Conference,d3t1,5,7,6,4,10,3,7,9,3,7,7,3,,,,
kenyon_college,Kenyon College,D3,North Coast Athletic Conference,d3t1,7,6,4,7,5,5,1,11,2,9,4,5,,,,
keuka_college,Keuka College,D3,Empire 8,d3t1,3,8,5,1,12,2,1,13,2,1,11,4,,,,
keystone_college,Keystone College,D3,United East Conference,d3t1,6,8,2,3,12,0,3,11,0,0,13,1,,,,
kings_college,King's College,D3,Middle Atlantic Conference (Freedom),d3t1,7,6,4,6,9,2,3,10,5,5,11,2,,,,
knox_college,Knox College,D3,Midwest Conference,d3t1,1,11,3,0,15,1,1,13,3,4,10,3,,,,
la_roche_university,La Roche University,D3,Allegheny Mountain Collegiate Conference,d3t1,,,,,,,,,,5,7,2,,,,
lagrange_college,LaGrange College,D3,Collegiate Conference of the South,d3t1,8,6,2,6,7,4,6,9,3,4,12,3,,,,
lake_forest_college,Lake Forest College,D3,Midwest Conference,d3t1,11,5,3,11,4,5,14,3,3,21,1,0,,,,
lakeland_university,Lakeland University,D3,Northern Athletics Collegiate Conference,d3t1,5,13,0,6,12,0,2,11,3,2,13,2,,,,
lancaster_bible_college,Lancaster Bible College,D3,United East Conference,d3t1,10,7,0,9,7,2,7,6,4,10,7,0,,,,
lawrence_university,Lawrence University,D3,Midwest Conference,d3t1,8,9,1,6,6,4,15,5,2,10,5,6,,,,
letourneau_university,LeTourneau University,D3,Southern Collegiate Athletic Conference,d3t1,2,8,5,6,7,5,1,16,1,8,7,2,,,,
lebanon_valley_college,Lebanon Valley College,D3,Middle Atlantic Conference (Freedom),d3t1,6,7,4,5,8,2,8,8,2,13,4,2,,,,
lesley_university,Lesley University,D3,North Atlantic Conference,d3t1,,,,,,,10,7,3,,,,,,,
lewis_and_clark_college,Lewis & Clark College,D3,Northwest Conference,d3t1,4,7,8,5,11,4,4,12,4,3,11,6,,,,
linfield_university,Linfield University,D3,Northwest Conference,d3t1,5,8,7,6,8,6,6,7,7,10,5,5,,,,
loras_college,Loras College,D3,American Rivers Conference,d3t1,18,1,3,18,2,1,20,0,2,15,2,2,,,,
luther_college,Luther College,D3,American Rivers Conference,d3t1,8,8,4,8,7,4,2,9,7,7,9,2,,,,
lycoming_college,Lycoming College,D3,Landmark Conference,d3t1,12,6,2,6,5,6,15,3,3,17,2,1,,,,
lyon_college,Lyon College,D3,St. Louis Intercollegiate Athletic Conference,d3t1,1,15,0,4,10,1,4,9,2,3,9,3,,,,
macalester_college,Macalester College,D3,Minnesota Intercollegiate Athletic Conference,d3t1,8,6,5,9,7,2,6,8,3,9,7,2,,,,
maine_maritime_academy,Maine Maritime Academy,D3,North Atlantic Conference,d3t1,7,9,1,14,5,1,7,5,5,12,7,1,,,,
manchester_university,Manchester University,D3,Heartland Collegiate Athletic Conference,d3t1,2,14,1,2,14,0,0,14,3,1,15,1,,,,
manhattanville_university,Manhattanville University,D3,Skyline Conference,d3t1,7,10,2,8,5,3,6,7,4,6,11,0,,,,
maranatha_baptist_university,Maranatha Baptist University,D3,Independent,d3t1,2,15,1,5,11,0,9,8,0,2,13,0,,,,
marian_university_wi,Marian University (WI),D3,Northern Athletics Collegiate Conference,d3t1,7,7,4,12,4,4,7,9,4,8,8,4,,,,
marietta_college,Marietta College,D3,Ohio Athletic Conference,d3t1,3,12,1,5,9,2,7,8,3,5,4,9,,,,
martin_luther_college,Martin Luther College,D3,Upper Midwest Athletic Conference,d3t1,6,9,4,5,11,2,5,11,3,7,9,2,,,,
mary_baldwin_university,Mary Baldwin University,D3,USA South Athletic Conference,d3t1,13,7,1,4,12,2,4,11,2,11,6,1,,,,
marymount_university,Marymount University,D3,Atlantic East Conference,d3t1,6,9,5,7,10,5,8,9,4,11,9,2,,,,
maryville_college,Maryville College,D3,Collegiate Conference of the South,d3t1,11,4,5,15,4,3,13,3,4,9,7,1,,,,
marywood_university,Marywood University,D3,Atlantic East Conference,d3t1,11,7,2,9,7,2,15,4,2,,,,,,,
massachusetts_college_of_liberal_arts,Massachusetts College of Liberal Arts,D3,Massachusetts State Collegiate Athletic Conference,d3t1,2,10,3,3,9,3,3,13,0,3,8,6,,,,
massachusetts_institute_of_technology,Massachusetts Institute of Technology,D3,New England Women's and Men's Athletic Conference,d3t1,15,5,3,21,4,1,21,2,1,22,3,1,,,,
massachusetts_maritime_academy,Massachusetts Maritime Academy,D3,Massachusetts State Collegiate Athletic Conference,d3t1,2,9,3,2,9,5,2,10,2,2,13,2,,,,
mcdaniel_college,McDaniel College,D3,Centennial Conference,d3t1,8,6,5,12,4,5,12,5,3,6,8,4,,,,
mcmurry_university,McMurry University,D3,Southern Collegiate Athletic Conference,d3t1,8,6,4,11,5,4,9,6,3,11,4,5,,,,
meredith_college,Meredith College,D3,USA South Athletic Conference,d3t1,1,9,3,4,5,7,10,6,3,3,11,4,,,,
messiah_university,Messiah University,D3,Middle Atlantic Conference (Commonwealth),d3t1,20,2,3,21,2,1,18,2,3,22,3,0,,,,
methodist_university,Methodist University,D3,USA South Athletic Conference,d3t1,16,3,1,12,5,1,,,,5,5,6,,,,
middlebury_college,Middlebury College,D3,New England Small College Athletic Conference,d3t1,10,5,1,6,4,5,8,2,6,13,4,3,,,,
millikin_university,Millikin University,D3,College Conference of Illinois & Wisconsin,d3t1,5,7,3,7,6,4,14,4,1,4,10,4,,,,
millsaps_college,Millsaps College,D3,Southern Athletic Association,d3t1,3,10,2,1,14,2,2,14,2,2,13,2,,,,
milwaukee_school_of_engineering,Milwaukee School of Engineering,D3,Northern Athletics Collegiate Conference,d3t1,13,4,4,20,2,3,15,5,2,14,6,2,,,,
misericordia_university,Misericordia University,D3,Middle Atlantic Conference (Freedom),d3t1,21,1,1,16,4,1,19,2,2,15,4,2,,,,
mississippi_university_for_women,Mississippi University for Women,D3,St. Louis Intercollegiate Athletic Conference,d3t1,8,8,1,5,10,0,4,12,2,1,13,4,,,,
monmouth_college,Monmouth College,D3,Midwest Conference,d3t1,3,10,3,5,8,3,5,8,4,7,6,3,,,,
montclair_state_university,Montclair State University,D3,New Jersey Athletic Conference,d3t1,17,3,1,13,3,3,11,6,5,13,1,6,,,,
moravian_university,Moravian University,D3,Landmark Conference,d3t1,,,,,,,9,5,6,,,,,,,
mount_aloysius_college,Mount Aloysius College,D3,Allegheny Mountain Collegiate Conference,d3t1,3,15,2,7,9,2,5,11,2,5,8,4,,,,
mount_holyoke_college,Mount Holyoke College,D3,New England Women's and Men's Athletic Conference,d3t1,2,15,1,3,12,2,4,6,6,1,10,5,,,,
mount_saint_mary_college,Mount Saint Mary College,D3,Skyline Conference,d3t1,6,11,3,6,10,3,6,10,3,8,10,2,,,,
mount_st_joseph_university,Mount St. Joseph University,D3,Heartland Collegiate Athletic Conference,d3t1,11,8,2,11,6,2,12,4,4,10,6,4,,,,
muhlenberg_college,Muhlenberg College,D3,Centennial Conference,d3t1,2,13,2,3,11,3,2,14,2,5,10,3,,,,
muskingum_university,Muskingum University,D3,Ohio Athletic Conference,d3t1,2,13,3,2,13,3,,,,,,,,,,
nazareth_university,Nazareth University,D3,Empire 8,d3t1,8,5,7,8,5,6,11,6,3,9,7,3,,,,
nebraska_wesleyan_university,Nebraska Wesleyan University,D3,American Rivers Conference,d3t1,6,9,1,2,12,2,6,10,2,4,7,5,,,,
neumann_university,Neumann University,D3,Atlantic East Conference,d3t1,8,9,4,7,6,4,7,9,3,6,11,2,,,,
new_jersey_city_university,New Jersey City University,D3,New Jersey Athletic Conference,d3t1,5,9,4,,,,7,6,8,,,,,,,
new_york_university,New York University,D3,University Athletic Association,d3t1,9,3,5,14,3,2,12,3,6,9,6,4,,,,
nichols_college,Nichols College,D3,Conference of New England,d3t1,7,9,2,3,13,2,4,12,2,1,16,1,,,,
north_carolina_wesleyan_university,North Carolina Wesleyan University,D3,USA South Athletic Conference,d3t1,7,11,0,3,13,0,6,12,1,7,10,1,,,,
north_central_college,North Central College,D3,College Conference of Illinois & Wisconsin,d3t1,12,2,5,18,2,1,16,5,1,16,6,0,,,,
north_central_university,North Central University,D3,Upper Midwest Athletic Conference,d3t1,,,,2,16,1,,,,1,14,2,,,,
north_park_university,North Park University,D3,College Conference of Illinois & Wisconsin,d3t1,4,10,2,2,9,5,6,10,1,,,,,,,
notre_dame_of_maryland_university,Notre Dame of Maryland University,D3,United East Conference,d3t1,4,9,0,,,,2,11,1,5,10,2,,,,
oberlin_college,Oberlin College,D3,North Coast Athletic Conference,d3t1,7,6,2,7,8,2,7,7,2,3,10,4,,,,
occidental_college,Occidental College,D3,Southern California Intercollegiate Athletic Conference,d3t1,3,6,6,6,4,5,0,11,3,8,7,2,,,,
oglethorpe_university,Oglethorpe University,D3,Southern Athletic Association,d3t1,4,8,3,6,5,4,5,9,2,9,5,1,,,,
ohio_northern_university,Ohio Northern University,D3,Ohio Athletic Conference,d3t1,14,2,5,10,9,1,15,6,1,,,,,,,
ohio_wesleyan_university,Ohio Wesleyan University,D3,North Coast Athletic Conference,d3t1,12,3,4,10,6,3,9,5,3,3,6,9,,,,
olivet_college,Olivet College,D3,Michigan Intercollegiate Athletic Association,d3t1,,,,,,,2,12,3,,,,,,,
otterbein_university,Otterbein University,D3,Ohio Athletic Conference,d3t1,11,4,4,12,4,2,9,5,6,8,7,3,,,,
pacific_lutheran_university,Pacific Lutheran University,D3,Northwest Conference,d3t1,17,2,3,15,5,1,16,2,4,12,2,6,,,,
pacific_university,Pacific University,D3,Northwest Conference,d3t1,5,9,5,4,13,2,2,13,5,4,7,8,,,,
pennsylvania_college_of_technology,Pennsylvania College of Technology,D3,United East Conference,d3t1,9,9,1,11,2,7,15,1,4,15,3,2,,,,
pennsylvania_state_university_penn_state_abington,Pennsylvania State University-Penn State Abington,D3,United East Conference,d3t1,5,11,1,,,,12,6,2,6,10,2,,,,
pennsylvania_state_university_penn_state_altoona,Pennsylvania State University-Penn State Altoona,D3,Allegheny Mountain Collegiate Conference,d3t1,6,7,5,,,,,,,,,,,,,
pennsylvania_state_university_penn_state_berks,Pennsylvania State University-Penn State Berks,D3,United East Conference,d3t1,13,6,2,10,9,2,7,9,2,8,9,2,,,,
pennsylvania_state_university_penn_state_brandywine,Pennsylvania State University-Penn State Brandywine,D3,United East Conference,d3t1,,,,,,,,,,,,,,,,
pennsylvania_state_university_penn_state_erie_behrend_college,Pennsylvania State University-Penn State Erie (Behrend College),D3,Allegheny Mountain Collegiate Conference,d3t1,,,,,,,,,,12,3,2,,,,
pennsylvania_state_university_penn_state_harrisburg,Pennsylvania State University-Penn State Harrisburg,D3,United East Conference,d3t1,13,4,3,10,4,5,10,6,5,16,6,4,,,,
pennsylvania_state_university_penn_state_schuylkill,Pennsylvania State University-Penn State Schuylkill,D3,Eastern College Athletic Conference,d3t1,,,,,,,,,,,,,,,,
pfeiffer_university,Pfeiffer University,D3,USA South Athletic Conference,d3t1,2,12,1,2,14,2,3,12,0,2,12,1,,,,
piedmont_university,Piedmont University,D3,Collegiate Conference of the South,d3t1,12,6,3,10,7,5,7,6,4,15,5,1,,,,
pitzer_college,Pitzer College,D3,Southern California Intercollegiate Athletic Conference,d3t1,13,2,4,16,1,3,15,2,4,16,2,4,,,,
plymouth_state,Plymouth State,D3,Little East Conference,d3t1,5,8,3,5,8,4,6,11,1,,,,,,,
pomona_college,Pomona College,D3,Southern California Intercollegiate Athletic Conference,d3t1,13,2,4,16,1,3,15,2,4,16,2,4,,,,
pratt_institute,Pratt Institute,D3,Atlantic East Conference,d3t1,8,8,0,6,7,1,5,10,0,8,6,2,,,,
principia_college,Principia College,D3,St. Louis Intercollegiate Athletic Conference,d3t1,5,11,2,2,12,1,4,11,0,5,7,2,,,,
ramapo_college_of_new_jersey,Ramapo College of New Jersey,D3,New Jersey Athletic Conference,d3t1,,,,3,11,1,4,12,1,6,9,2,,,,
randolph_college,Randolph College,D3,Old Dominion Athletic Conference,d3t1,6,7,3,8,8,1,7,9,2,6,9,1,,,,
randolph_macon_college,Randolph-Macon College,D3,Old Dominion Athletic Conference,d3t1,11,6,2,6,8,4,11,5,4,9,8,2,,,,
regent_university,Regent University,D3,Coast-to-Coast Athletic Conference,d3t1,,,,5,8,4,,,,1,15,3,,,,
rensselaer_polytechnic_institute,Rensselaer Polytechnic Institute,D3,Liberty League,d3t1,3,7,5,9,5,4,7,6,3,6,7,4,,,,
rhodes_college,Rhodes College,D3,Southern Athletic Association,d3t1,10,4,1,11,5,2,12,4,1,13,5,2,,,,
ripon_college,Ripon College,D3,Midwest Conference,d3t1,4,11,3,8,6,3,5,11,3,4,9,5,,,,
roanoke_college,Roanoke College,D3,Old Dominion Athletic Conference,d3t1,9,10,0,9,6,4,4,11,4,9,9,1,,,,
rochester_institute_of_technology,Rochester Institute of Technology,D3,Liberty League,d3t1,13,4,3,9,6,5,8,6,4,10,4,6,,,,
rockford_university,Rockford University,D3,Independent,d3t1,3,14,0,4,13,0,3,13,2,1,17,0,,,,
roger_williams_university,Roger Williams University,D3,Conference of New England,d3t1,9,9,4,10,7,4,9,5,6,10,3,6,,,,
rose_hulman_institute_of_technology,Rose-Hulman Institute of Technology,D3,Heartland Collegiate Athletic Conference,d3t1,10,3,6,8,4,5,9,8,1,11,7,2,,,,
rowan_university,Rowan University,D3,New Jersey Athletic Conference,d3t1,14,1,4,14,2,2,13,3,2,13,2,5,,,,
rutgers_university_camden,Rutgers University-Camden,D3,New Jersey Athletic Conference,d3t1,4,8,6,8,9,1,7,8,4,4,8,7,,,,
rutgers_university_newark,Rutgers University-Newark,D3,New Jersey Athletic Conference,d3t1,7,8,5,,,,5,10,3,8,9,2,,,,
suny_alfred_state,SUNY Alfred State,D3,Allegheny Mountain Collegiate Conference,d3t1,6,9,1,5,9,2,4,10,3,11,6,1,,,,
suny_buffalo_state,SUNY Buffalo State,D3,State University of New York Athletic Conference,d3t1,6,7,3,7,6,4,8,10,0,8,7,5,,,,
suny_canton,SUNY Canton,D3,State University of New York Athletic Conference,d3t1,0,13,4,0,12,4,1,14,2,1,17,0,,,,
suny_cobleskill,SUNY Cobleskill,D3,North Atlantic Conference,d3t1,1,12,2,2,11,2,,,,1,11,0,,,,
suny_college_at_brockport,SUNY College at Brockport,D3,Empire 8,d3t1,5,9,3,12,3,5,15,2,2,14,2,4,,,,
suny_college_at_cortland,SUNY College at Cortland,D3,State University of New York Athletic Conference,d3t1,13,1,5,11,3,5,11,4,4,14,3,4,,,,
suny_college_at_geneseo,SUNY College at Geneseo,D3,Empire 8,d3t1,11,4,4,7,3,8,13,5,3,5,6,7,,,,
suny_delhi,SUNY Delhi,D3,North Atlantic Conference,d3t1,9,7,4,10,4,3,11,6,0,5,9,3,,,,
suny_fredonia,SUNY Fredonia,D3,State University of New York Athletic Conference,d3t1,2,9,5,6,8,2,12,8,0,10,6,4,,,,
suny_maritime_college,SUNY Maritime College,D3,Skyline Conference,d3t1,3,12,0,6,8,1,7,9,1,5,9,0,,,,
suny_morrisville,SUNY Morrisville,D3,State University of New York Athletic Conference,d3t1,4,10,1,6,8,3,1,12,2,3,11,1,,,,
suny_new_paltz,SUNY New Paltz,D3,State University of New York Athletic Conference,d3t1,11,4,2,8,5,5,15,3,2,7,4,6,,,,
suny_old_westbury,SUNY Old Westbury,D3,Skyline Conference,d3t1,7,9,1,7,11,0,6,11,2,7,8,0,,,,
suny_oneonta,SUNY Oneonta,D3,State University of New York Athletic Conference,d3t1,4,9,2,5,6,3,6,10,1,4,8,4,,,,
suny_oswego,SUNY Oswego,D3,State University of New York Athletic Conference,d3t1,9,6,4,6,4,7,9,7,1,6,6,5,,,,
suny_plattsburgh,SUNY Plattsburgh,D3,State University of New York Athletic Conference,d3t1,11,6,2,7,5,5,5,11,1,10,7,2,,,,
suny_polytechnic_institute,SUNY Polytechnic Institute,D3,Empire 8,d3t1,7,4,4,8,7,2,5,11,1,1,15,2,,,,
suny_potsdam,SUNY Potsdam,D3,State University of New York Athletic Conference,d3t1,7,9,1,3,10,2,4,13,0,8,7,2,,,,
suny_purchase_college,SUNY Purchase College,D3,Skyline Conference,d3t1,5,10,0,4,11,4,4,14,2,4,11,2,,,,
saint_elizabeth_university,Saint Elizabeth University,D3,United East Conference,d3t1,5,10,1,6,8,1,5,10,1,,,,,,,
saint_john_fisher_university,Saint John Fisher University,D3,Empire 8,d3t1,8,3,6,8,4,5,11,6,2,13,5,2,,,,
saint_marys_college_in,Saint Mary's College (IN),D3,Michigan Intercollegiate Athletic Association,d3t1,0,13,3,8,8,1,7,9,1,8,5,3,,,,
saint_marys_university_of_minnesota,Saint Mary's University of Minnesota,D3,Minnesota Intercollegiate Athletic Conference,d3t1,11,6,2,7,7,4,14,3,4,10,6,3,,,,
saint_norbert_college,Saint Norbert College,D3,Northern Athletics Collegiate Conference,d3t1,9,12,0,10,9,3,6,10,4,3,14,2,,,,
saint_vincent_college,Saint Vincent College,D3,Presidents' Athletic Conference,d3t1,6,7,3,10,4,4,13,6,1,15,4,1,,,,
salem_college,Salem College,D3,USA South Athletic Conference,d3t1,6,10,2,3,9,4,4,11,0,5,8,4,,,,
salem_state_university,Salem State University,D3,Massachusetts State Collegiate Athletic Conference,d3t1,3,14,0,4,12,2,4,11,3,8,7,3,,,,
salisbury_university,Salisbury University,D3,Coast-to-Coast Athletic Conference,d3t1,9,9,2,10,7,2,5,6,7,6,11,5,,,,
salve_regina_university,Salve Regina University,D3,New England Women's and Men's Athletic Conference,d3t1,7,10,2,5,7,5,2,13,4,4,11,3,,,,
sarah_lawrence_college,Sarah Lawrence College,D3,Skyline Conference,d3t1,14,4,3,12,5,3,12,7,2,8,9,2,,,,
schreiner_university,Schreiner University,D3,Southern Collegiate Athletic Conference,d3t1,,,,,,,4,11,2,,,,,,,
scripps_college,Scripps College,D3,Southern California Intercollegiate Athletic Conference,d3t1,9,6,6,7,7,3,13,4,3,13,4,3,,,,
sewanee:_the_university_of_the_south,Sewanee: The University of the South,D3,Southern Athletic Association,d3t1,13,4,2,14,2,4,13,2,4,10,3,4,,,,
shenandoah_university,Shenandoah University,D3,Old Dominion Athletic Conference,d3t1,11,7,3,8,6,4,10,9,2,11,7,3,,,,
simpson_college,Simpson College,D3,American Rivers Conference,d3t1,,,,,,,15,3,3,,,,,,,
skidmore_college,Skidmore College,D3,Liberty League,d3t1,10,2,4,6,4,6,11,4,3,7,6,4,,,,
smith_college,Smith College,D3,New England Women's and Men's Athletic Conference,d3t1,4,9,4,6,6,5,7,10,2,3,12,2,,,,
southern_virginia_university,Southern Virginia University,D3,USA South Athletic Conference,d3t1,12,7,1,13,6,1,8,9,5,12,6,2,,,,
southwestern_university,Southwestern University,D3,Southern Athletic Association,d3t1,9,5,6,8,9,2,9,7,1,7,8,4,,,,
spalding_university,Spalding University,D3,St. Louis Intercollegiate Athletic Conference,d3t1,7,10,1,9,7,3,11,5,3,14,5,2,,,,
springfield_college,Springfield College,D3,New England Women's and Men's Athletic Conference,d3t1,8,8,1,8,5,6,10,6,4,11,9,0,,,,
st_lawrence_university,St Lawrence University,D3,Liberty League,d3t1,6,6,3,7,7,4,8,7,2,8,7,3,,,,
st_marys_college_of_maryland,St Mary's College of Maryland,D3,United East Conference,d3t1,7,9,4,7,8,3,17,2,4,13,6,3,,,,
st_olaf_college,St Olaf College,D3,Minnesota Intercollegiate Athletic Conference,d3t1,10,7,1,6,5,5,14,3,3,15,3,2,,,,
